#num jobs
30
#num machines
4

#jobId machId procTime energyCons
1	3	3,67	23,57
2	4	13,77	67,46
3	3	21,51	138,15
4	4	60,78	297,66
5	2	7,55	33,44
6	3	1,49	9,55
7	3	5,33	34,21
7	2	1	4,42
7	1	2,62	36,37
8	1	7,36	102,2
9	3	26,29	168,82
9	1	20,11	279,16
10	3	16,68	107,15
10	1	10,72	148,89
11	3	10,67	68,5
12	3	5,2	33,4
12	2	72,61	321,43
13	2	4,56	20,19
13	3	251,58	1615,74
13	4	23,92	117,16
14	1	1,26	17,46
14	2	1,77	7,86
15	1	2,15	29,82
16	4	19,89	97,41
17	2	10,13	44,85
18	1	14,88	206,54
18	3	5,7	36,61
19	2	5,84	25,85
20	1	4,91	68,1
20	2	5,93	26,24
21	3	6,21	39,9
22	4	5,57	27,26
22	1	13,76	191,1
23	2	269,91	1194,87
23	3	69,43	445,94
23	4	44,24	216,63
24	1	80,56	1118,56
24	2	85,45	378,27
25	3	4,91	31,52
26	1	0,93	12,91
26	2	644,6	2853,66
26	4	15,41	75,46
27	2	3,17	14,03
28	1	5,66	78,55
29	1	10,94	151,94
30	1	506,05	7025,97

#jobId ddate weight rdate
1	205,154	46	653,796
2	750,141	2	114,296
3	300,9	9	302,303
4	694,187	14	235,899
5	594,528	14	104,651
6	367,365	2	329,957
7	650,832	23	50,087
8	414,754	2	313,844
9	545,208	27	419,38
10	321,766	25	393,365
11	253,952	40	749,772
12	802,058	8	767,605
13	631,38	32	218,22
14	201,084	42	322,053
15	458,953	12	435
16	306,927	42	612,729
17	376,277	25	6,18
18	768,757	1	164,227
19	781,088	19	589,406
20	762,955	33	286,907
21	497,467	44	853,635
22	610,878	21	616,329
23	493,262	13	592,304
24	269,682	7	513,226
25	443,146	34	629,648
26	567,802	43	820,966
27	685,551	39	333,593
28	618,261	22	806,53
29	814,019	33	162,12
30	685,465	10	29,358

#machId jobPred jobSucc setupTime
1	7	8	0,533
1	7	9	8,939
1	7	10	7,278
1	7	14	7,536
1	7	15	1,129
1	7	18	7,403
1	7	20	5,583
1	7	22	2,182
1	7	24	4,838
1	7	26	8,189
1	7	28	1,759
1	7	29	9,465
1	7	30	2,558
1	8	7	10,161
1	8	9	8,03
1	8	10	3,13
1	8	14	5,206
1	8	15	18,219
1	8	18	6,524
1	8	20	2,385
1	8	22	3,751
1	8	24	2,583
1	8	26	16,838
1	8	28	0,583
1	8	29	1,923
1	8	30	2,922
1	9	7	4,675
1	9	8	2,493
1	9	10	5,467
1	9	14	17,524
1	9	15	4,159
1	9	18	8,504
1	9	20	3,258
1	9	22	17,986
1	9	24	11,59
1	9	26	2,603
1	9	28	3,217
1	9	29	9,751
1	9	30	29,034
1	10	7	2,351
1	10	8	2,816
1	10	9	2,299
1	10	14	3,508
1	10	15	2,698
1	10	18	7,153
1	10	20	13,078
1	10	22	3,096
1	10	24	15,92
1	10	26	2,604
1	10	28	1,051
1	10	29	0,525
1	10	30	2,504
1	14	7	5,873
1	14	8	18,586
1	14	9	5,375
1	14	10	7,764
1	14	15	2,114
1	14	18	29,742
1	14	20	15,185
1	14	22	14,957
1	14	24	4,384
1	14	26	15,294
1	14	28	16,978
1	14	29	11,825
1	14	30	3,458
1	15	7	10,408
1	15	8	1,635
1	15	9	3,009
1	15	10	2,774
1	15	14	1,534
1	15	18	1,098
1	15	20	5,782
1	15	22	4,527
1	15	24	11,672
1	15	26	26,035
1	15	28	2,818
1	15	29	0,98
1	15	30	5,374
1	18	7	4,407
1	18	8	4,334
1	18	9	2,268
1	18	10	9,199
1	18	14	2,897
1	18	15	1,109
1	18	20	1,619
1	18	22	4,211
1	18	24	9,365
1	18	26	1,991
1	18	28	1,266
1	18	29	1,008
1	18	30	3,004
1	20	7	3,812
1	20	8	1,635
1	20	9	15,031
1	20	10	5,931
1	20	14	3,513
1	20	15	2,867
1	20	18	0,572
1	20	22	2,947
1	20	24	1,436
1	20	26	3,967
1	20	28	6,121
1	20	29	5,533
1	20	30	5,367
1	22	7	4,408
1	22	8	1,22
1	22	9	5,777
1	22	10	0,666
1	22	14	0,817
1	22	15	11,918
1	22	18	10,626
1	22	20	3,639
1	22	24	6,093
1	22	26	7,356
1	22	28	5,598
1	22	29	0,518
1	22	30	1,905
1	24	7	13,557
1	24	8	3,262
1	24	9	8,26
1	24	10	12,694
1	24	14	17,611
1	24	15	28,502
1	24	18	0,669
1	24	20	8,368
1	24	22	4,764
1	24	26	7,663
1	24	28	23,808
1	24	29	2,869
1	24	30	2,37
1	26	7	5,549
1	26	8	13,136
1	26	9	1,783
1	26	10	13,65
1	26	14	2,158
1	26	15	11,927
1	26	18	7,395
1	26	20	0,706
1	26	22	8,076
1	26	24	1,04
1	26	28	10,506
1	26	29	2,129
1	26	30	1,125
1	28	7	11,937
1	28	8	2,67
1	28	9	1,868
1	28	10	1,955
1	28	14	2,44
1	28	15	4,992
1	28	18	1,632
1	28	20	3,499
1	28	22	18,239
1	28	24	15,404
1	28	26	1,825
1	28	29	1,805
1	28	30	0,876
1	29	7	3,836
1	29	8	16,923
1	29	9	2,541
1	29	10	8,467
1	29	14	7,498
1	29	15	26,925
1	29	18	1,88
1	29	20	2,351
1	29	22	6,489
1	29	24	11,174
1	29	26	11,471
1	29	28	14,59
1	29	30	5,01
1	30	7	16,577
1	30	8	12,466
1	30	9	8,751
1	30	10	0,575
1	30	14	3,187
1	30	15	0,873
1	30	18	26,409
1	30	20	2,629
1	30	22	7,717
1	30	24	8,306
1	30	26	0,862
1	30	28	7,751
1	30	29	1,088
2	5	7	8,385
2	5	12	4,084
2	5	13	0,889
2	5	14	4,851
2	5	17	1,166
2	5	19	2,165
2	5	20	1,363
2	5	23	1,484
2	5	24	5,898
2	5	26	6,222
2	5	27	8,953
2	7	5	2,695
2	7	12	20,784
2	7	13	2,864
2	7	14	14,766
2	7	17	3,133
2	7	19	32,871
2	7	20	0,521
2	7	23	3,528
2	7	24	1,667
2	7	26	6,576
2	7	27	3,238
2	12	5	9,74
2	12	7	2,954
2	12	13	5,459
2	12	14	2,312
2	12	17	13,036
2	12	19	7,422
2	12	20	0,924
2	12	23	10,821
2	12	24	4,085
2	12	26	3,712
2	12	27	2,145
2	13	5	5,978
2	13	7	1,873
2	13	12	14,417
2	13	14	10,894
2	13	17	9,684
2	13	19	16,893
2	13	20	31,089
2	13	23	0,625
2	13	24	1,766
2	13	26	8,137
2	13	27	4,055
2	14	5	5,43
2	14	7	4,648
2	14	12	9,339
2	14	13	8,674
2	14	17	1,616
2	14	19	3,427
2	14	20	4,113
2	14	23	2,322
2	14	24	11,628
2	14	26	12,611
2	14	27	12,31
2	17	5	4,277
2	17	7	7,572
2	17	12	6,609
2	17	13	4,732
2	17	14	2,937
2	17	19	3,664
2	17	20	2,22
2	17	23	0,698
2	17	24	1,899
2	17	26	6,34
2	17	27	19,289
2	19	5	1,973
2	19	7	3,016
2	19	12	4,982
2	19	13	2,53
2	19	14	10,682
2	19	17	4,045
2	19	20	0,969
2	19	23	0,596
2	19	24	11,877
2	19	26	3,1
2	19	27	17,883
2	20	5	3,678
2	20	7	1,905
2	20	12	31,547
2	20	13	0,745
2	20	14	10,883
2	20	17	5,935
2	20	19	1,573
2	20	23	5,674
2	20	24	0,969
2	20	26	24,182
2	20	27	8,549
2	23	5	10,311
2	23	7	5,073
2	23	12	1,374
2	23	13	3,926
2	23	14	4,306
2	23	17	7,217
2	23	19	6,732
2	23	20	2,341
2	23	24	1,682
2	23	26	3,432
2	23	27	1,534
2	24	5	3,274
2	24	7	16,529
2	24	12	1,722
2	24	13	0,684
2	24	14	17,403
2	24	17	0,991
2	24	19	3,124
2	24	20	0,948
2	24	23	4,625
2	24	26	0,982
2	24	27	4,137
2	26	5	1,52
2	26	7	17,704
2	26	12	11,887
2	26	13	1,366
2	26	14	4,159
2	26	17	2,115
2	26	19	12,057
2	26	20	0,54
2	26	23	1,819
2	26	24	4,232
2	26	27	1,128
2	27	5	2,512
2	27	7	9,716
2	27	12	11,019
2	27	13	1,126
2	27	14	1,589
2	27	17	0,55
2	27	19	0,738
2	27	20	4,107
2	27	23	12,217
2	27	24	13,429
2	27	26	4,932
3	1	3	8,385
3	1	6	1,184
3	1	7	0,766
3	1	9	3,331
3	1	10	10,218
3	1	11	3,938
3	1	12	4,006
3	1	13	6,143
3	1	18	2,763
3	1	21	1,859
3	1	23	2,4
3	1	25	2,5
3	3	1	2,417
3	3	6	2,079
3	3	7	14,248
3	3	9	5,409
3	3	10	1,105
3	3	11	15,912
3	3	12	1,644
3	3	13	1,016
3	3	18	3,169
3	3	21	0,86
3	3	23	2,895
3	3	25	6,767
3	6	1	1,328
3	6	3	4,563
3	6	7	3,041
3	6	9	2,509
3	6	10	8,606
3	6	11	3,667
3	6	12	4,751
3	6	13	3,656
3	6	18	3,591
3	6	21	3,368
3	6	23	2,884
3	6	25	2,801
3	7	1	15,809
3	7	3	2,468
3	7	6	2,576
3	7	9	6,899
3	7	10	1,676
3	7	11	2,403
3	7	12	1,119
3	7	13	1,308
3	7	18	3,22
3	7	21	25,442
3	7	23	6,484
3	7	25	9,46
3	9	1	3,408
3	9	3	5,076
3	9	6	1,172
3	9	7	11,942
3	9	10	25,081
3	9	11	21,037
3	9	12	4,951
3	9	13	0,728
3	9	18	3,388
3	9	21	29,812
3	9	23	6,721
3	9	25	0,878
3	10	1	10,262
3	10	3	3,055
3	10	6	16,956
3	10	7	5,553
3	10	9	1,165
3	10	11	0,675
3	10	12	8,644
3	10	13	6,471
3	10	18	1,647
3	10	21	5,629
3	10	23	8,588
3	10	25	7,349
3	11	1	4,48
3	11	3	7,245
3	11	6	16,676
3	11	7	8,668
3	11	9	10,535
3	11	10	5,557
3	11	12	4,636
3	11	13	2,525
3	11	18	6,906
3	11	21	2,862
3	11	23	11,073
3	11	25	7
3	12	1	0,58
3	12	3	2,4
3	12	6	2,145
3	12	7	22,851
3	12	9	3,866
3	12	10	2,319
3	12	11	4,887
3	12	13	0,944
3	12	18	1,21
3	12	21	5,833
3	12	23	6,879
3	12	25	9,008
3	13	1	8,349
3	13	3	1,439
3	13	6	2,562
3	13	7	7,272
3	13	9	12,087
3	13	10	23,916
3	13	11	56,964
3	13	12	2,315
3	13	18	13,007
3	13	21	4,347
3	13	23	8,93
3	13	25	1,609
3	18	1	12,898
3	18	3	4,864
3	18	6	44,534
3	18	7	3,933
3	18	9	16,167
3	18	10	12,571
3	18	11	0,881
3	18	12	10,715
3	18	13	1,375
3	18	21	4,73
3	18	23	6,235
3	18	25	10,715
3	21	1	1,676
3	21	3	0,721
3	21	6	1,627
3	21	7	3,04
3	21	9	6,952
3	21	10	17,061
3	21	11	4,155
3	21	12	15,07
3	21	13	0,996
3	21	18	2,554
3	21	23	2,275
3	21	25	4,536
3	23	1	6,123
3	23	3	4,658
3	23	6	3,177
3	23	7	3,56
3	23	9	7,527
3	23	10	1,379
3	23	11	7,912
3	23	12	1,261
3	23	13	9,407
3	23	18	7,736
3	23	21	1,947
3	23	25	18,775
3	25	1	4,062
3	25	3	14,829
3	25	6	4,658
3	25	7	7,311
3	25	9	4,417
3	25	10	5,454
3	25	11	5,09
3	25	12	3,608
3	25	13	6,695
3	25	18	0,931
3	25	21	1,657
3	25	23	2,957
4	2	4	4,491
4	2	13	0,82
4	2	16	1,503
4	2	22	4,019
4	2	23	1,241
4	2	26	15,081
4	4	2	2,36
4	4	13	4,319
4	4	16	12,716
4	4	22	3,906
4	4	23	6,535
4	4	26	2,177
4	13	2	5,789
4	13	4	2,505
4	13	16	21,249
4	13	22	5,782
4	13	23	0,946
4	13	26	4,064
4	16	2	16,421
4	16	4	1,285
4	16	13	12,228
4	16	22	30,778
4	16	23	0,961
4	16	26	1,645
4	22	2	3,297
4	22	4	0,772
4	22	13	4,029
4	22	16	1,615
4	22	23	1,824
4	22	26	6,019
4	23	2	1,921
4	23	4	6,188
4	23	13	1,137
4	23	16	12,434
4	23	22	21,496
4	23	26	10,064
4	26	2	7,495
4	26	4	4,739
4	26	13	0,66
4	26	16	7,579
4	26	22	0,72
4	26	23	17,598

