#num jobs
30
#num machines
4

#jobId machId procTime energyCons
1	3	7,38	21,03
1	1	24,36	298,02
2	3	2,65	7,57
2	1	-0,07	-0,91
3	1	3,93	48,04
4	2	4,45	35,6
5	2	138,24	1106,22
5	3	5,67	16,16
6	3	10,71	30,53
6	1	220,62	2699,15
7	1	7,82	95,66
8	3	74,81	213,32
9	1	12,55	153,53
10	3	1,15	3,27
11	1	5,75	70,3
11	3	6,86	19,56
12	2	5,15	41,25
12	4	3,58	40,27
13	3	19,11	54,48
13	1	120,49	1474,06
14	3	2,08	5,93
14	2	20,75	166,04
15	1	21,22	259,61
15	2	22,04	176,34
16	3	35,35	100,78
17	4	4,21	47,33
18	1	4,98	60,88
19	4	39,79	447,59
20	1	21,42	262,06
21	3	3,16	9,01
22	3	2,01	5,75
22	2	2,4	19,23
23	1	3,44	42,13
24	2	6,09	48,76
25	3	34,73	99,03
26	1	4,69	57,44
26	2	18,04	144,36
27	4	2,07	23,24
27	3	8,26	23,56
27	2	17,14	137,18
27	1	18,09	221,29
28	4	8,47	95,27
28	2	4,53	36,26
28	1	2,21	27,06
29	4	7,4	83,3
29	3	3,34	9,51
30	3	2,1	5,99

#jobId ddate weight rdate
1	53,689	36	59,026
2	176,221	38	2,435
3	47,945	17	17,898
4	84,013	30	98,272
5	148,899	40	124,3
6	46,245	37	89,334
7	43,547	19	19,631
8	144,667	3	79,65
9	96,742	12	75,418
10	98,662	29	23,449
11	39,126	33	118,344
12	76,362	18	165,914
13	102,398	27	4,648
14	123,358	19	11,696
15	117,025	15	143,877
16	196,145	39	101,568
17	77,037	30	78,35
18	165,012	22	116,457
19	84,801	44	78,264
20	145,224	28	79,479
21	119,205	48	118,525
22	158,478	44	44,887
23	190,236	37	72,537
24	104,073	25	113,089
25	64,228	3	89,431
26	195,474	31	27,642
27	153,462	42	69,838
28	104,98	34	21,624
29	192,611	1	43,356
30	65,269	26	160,802

#machId jobPred jobSucc setupTime
1	1	2	3,1
1	1	3	2,528
1	1	6	10,033
1	1	7	6,645
1	1	9	1,185
1	1	11	1,48
1	1	13	0,657
1	1	15	9,788
1	1	18	2,276
1	1	20	1,427
1	1	23	11,558
1	1	26	5,694
1	1	27	1,054
1	1	28	8,993
1	2	1	8,184
1	2	3	1,459
1	2	6	10,004
1	2	7	6,829
1	2	9	2,152
1	2	11	1,169
1	2	13	1,258
1	2	15	0,573
1	2	18	3,771
1	2	20	9,892
1	2	23	6,429
1	2	26	2,695
1	2	27	8,498
1	2	28	8,763
1	3	1	6,604
1	3	2	17,32
1	3	6	1,243
1	3	7	3,705
1	3	9	6,295
1	3	11	3,024
1	3	13	5,497
1	3	15	3,137
1	3	18	1,508
1	3	20	15,275
1	3	23	8,314
1	3	26	1,289
1	3	27	3,87
1	3	28	10,423
1	6	1	6,209
1	6	2	7,746
1	6	3	61,631
1	6	7	0,811
1	6	9	0,766
1	6	11	7,928
1	6	13	2,262
1	6	15	2,514
1	6	18	3,7
1	6	20	2,412
1	6	23	1,352
1	6	26	1,981
1	6	27	1,071
1	6	28	13,369
1	7	1	5,451
1	7	2	0,981
1	7	3	3,12
1	7	6	4,474
1	7	9	27,732
1	7	11	2,197
1	7	13	0,615
1	7	15	2,055
1	7	18	5,29
1	7	20	11,525
1	7	23	2,751
1	7	26	11,489
1	7	27	5,353
1	7	28	0,816
1	9	1	4,444
1	9	2	7,157
1	9	3	1,485
1	9	6	19,803
1	9	7	4,165
1	9	11	4,975
1	9	13	2,841
1	9	15	8,988
1	9	18	2,114
1	9	20	4,936
1	9	23	9,353
1	9	26	12,812
1	9	27	9,745
1	9	28	6,767
1	11	1	10,037
1	11	2	6,773
1	11	3	1,557
1	11	6	3,105
1	11	7	13,925
1	11	9	3,042
1	11	13	14,24
1	11	15	1,138
1	11	18	3,481
1	11	20	4,664
1	11	23	5,913
1	11	26	6,778
1	11	27	7,22
1	11	28	10,698
1	13	1	3,287
1	13	2	5,152
1	13	3	3,087
1	13	6	5,612
1	13	7	10,109
1	13	9	12,372
1	13	11	0,713
1	13	15	24,568
1	13	18	3,127
1	13	20	3,356
1	13	23	4,665
1	13	26	7,52
1	13	27	4,02
1	13	28	5,358
1	15	1	4,18
1	15	2	3,735
1	15	3	0,977
1	15	6	2,505
1	15	7	2,774
1	15	9	5,556
1	15	11	2,042
1	15	13	2,388
1	15	18	18,313
1	15	20	13,343
1	15	23	0,538
1	15	26	3,693
1	15	27	2,819
1	15	28	2,75
1	18	1	11,994
1	18	2	7,24
1	18	3	1,487
1	18	6	11,431
1	18	7	23,329
1	18	9	2,887
1	18	11	8,455
1	18	13	0,539
1	18	15	27,761
1	18	20	7,039
1	18	23	4,035
1	18	26	0,787
1	18	27	12,736
1	18	28	10,48
1	20	1	3,314
1	20	2	0,919
1	20	3	1,508
1	20	6	4,034
1	20	7	4,468
1	20	9	25,505
1	20	11	18,717
1	20	13	0,705
1	20	15	8,034
1	20	18	10,314
1	20	23	2,525
1	20	26	1,274
1	20	27	1,733
1	20	28	1,407
1	23	1	4,572
1	23	2	8,745
1	23	3	21,193
1	23	6	5,035
1	23	7	2,941
1	23	9	2,885
1	23	11	1,497
1	23	13	6,668
1	23	15	2,327
1	23	18	9,959
1	23	20	6,659
1	23	26	6,514
1	23	27	1,757
1	23	28	12,041
1	26	1	1,655
1	26	2	34,423
1	26	3	4,594
1	26	6	2,03
1	26	7	1,738
1	26	9	4,503
1	26	11	9,203
1	26	13	1,302
1	26	15	45,708
1	26	18	1,642
1	26	20	5,648
1	26	23	9,836
1	26	27	9,731
1	26	28	4,201
1	27	1	6,47
1	27	2	18,132
1	27	3	10,55
1	27	6	3,723
1	27	7	1,484
1	27	9	4,884
1	27	11	34,047
1	27	13	10,2
1	27	15	7,246
1	27	18	2,954
1	27	20	3,39
1	27	23	4,553
1	27	26	2,132
1	27	28	4,758
1	28	1	1,65
1	28	2	9,371
1	28	3	11,062
1	28	6	4,958
1	28	7	13,896
1	28	9	3,786
1	28	11	20,382
1	28	13	3,316
1	28	15	1,671
1	28	18	0,963
1	28	20	2,518
1	28	23	2,438
1	28	26	6,472
1	28	27	5,053
2	4	5	7,868
2	4	12	1,995
2	4	14	13,551
2	4	15	1,545
2	4	22	45,161
2	4	24	0,589
2	4	26	15,143
2	4	27	5,2
2	4	28	0,948
2	5	4	2,507
2	5	12	6,97
2	5	14	2,193
2	5	15	7,308
2	5	22	8,813
2	5	24	7,229
2	5	26	11,983
2	5	27	7,751
2	5	28	1,971
2	12	4	8,958
2	12	5	4,017
2	12	14	5,493
2	12	15	1,839
2	12	22	2,642
2	12	24	1,936
2	12	26	8,966
2	12	27	1,569
2	12	28	15,728
2	14	4	13,861
2	14	5	1,709
2	14	12	2,753
2	14	15	5,753
2	14	22	4,094
2	14	24	1,598
2	14	26	39,773
2	14	27	5,712
2	14	28	15,83
2	15	4	4,736
2	15	5	0,781
2	15	12	0,946
2	15	14	5,499
2	15	22	1,426
2	15	24	0,986
2	15	26	2,74
2	15	27	7,212
2	15	28	1,024
2	22	4	1,799
2	22	5	0,902
2	22	12	25,223
2	22	14	8,506
2	22	15	24,16
2	22	24	3,061
2	22	26	12,302
2	22	27	7,406
2	22	28	1,127
2	24	4	12,519
2	24	5	2,762
2	24	12	8,094
2	24	14	2,672
2	24	15	1,935
2	24	22	1,292
2	24	26	7,716
2	24	27	11,002
2	24	28	17,992
2	26	4	5,549
2	26	5	8,546
2	26	12	7,351
2	26	14	1,312
2	26	15	19,912
2	26	22	3,629
2	26	24	3,04
2	26	27	1,041
2	26	28	17,931
2	27	4	4,057
2	27	5	7,556
2	27	12	6,464
2	27	14	0,684
2	27	15	5,716
2	27	22	1,699
2	27	24	4,093
2	27	26	6,93
2	27	28	16,082
2	28	4	3,631
2	28	5	8,234
2	28	12	19,421
2	28	14	0,839
2	28	15	13,158
2	28	22	0,667
2	28	24	13,373
2	28	26	2,091
2	28	27	2,519
3	1	2	8,847
3	1	5	14,546
3	1	6	8,461
3	1	8	8,025
3	1	10	4,023
3	1	11	3,006
3	1	13	9,724
3	1	14	15,067
3	1	16	0,88
3	1	21	15,808
3	1	22	1,545
3	1	25	48,872
3	1	27	9,46
3	1	29	2,546
3	1	30	1,138
3	2	1	16,814
3	2	5	8,769
3	2	6	3,94
