#num jobs
100
#num machines
10

#jobId machId procTime energyCons
1	7	22,43	60
2	3	7,21	7,33
2	6	2375,87	18159,05
3	5	252,31	1814,07
3	2	0,69	3,04
4	3	1,52	1,55
4	5	3,1	22,26
5	7	4,65	12,45
5	6	30,32	231,77
6	7	15,54	41,55
6	6	8,65	66,15
7	9	27,62	320
8	3	117,52	119,43
9	7	16,12	43,11
9	4	4,4	45,25
9	3	7,24	7,35
9	1	15,07	163,13
10	7	3,84	10,28
10	3	4,34	4,41
11	9	81,66	946
11	5	43,58	313,36
11	4	24,89	256,02
11	3	3,59	3,65
12	7	3,2	8,55
12	10	14,7	176,14
13	10	3,31	39,66
13	4	3,71	38,12
14	9	12,59	145,86
15	9	2788,36	32302,54
15	10	9,91	118,67
16	3	21,03	21,37
16	4	2,34	24,09
16	5	306,64	2204,7
16	9	1,24	14,35
17	2	22,71	100,55
17	5	8,95	64,36
17	9	3,91	45,26
18	6	20,7	158,23
18	2	19,17	84,87
18	1	31,81	344,25
19	2	11,53	51,06
19	7	5,68	15,19
19	9	5,05	58,5
20	10	118,47	1419,2
21	5	7,57	54,46
21	4	23,92	246,1
22	1	456,3	4938,3
23	4	1753,8	18042,31
23	10	12,22	146,45
24	9	77,89	902,3
24	8	18,51	233,2
25	3	3,93	3,99
25	4	13,69	140,85
25	10	24,74	296,38
26	3	36,95	37,55
27	10	27,44	328,68
27	8	11,25	141,75
27	7	3	8,02
27	5	1,53	11
27	3	4,1	4,16
28	6	2,91	22,26
29	1	12,32	133,28
29	3	69,45	70,58
30	1	51,86	561,29
30	10	1,5	17,91
31	2	14,94	66,14
31	7	15,81	42,28
32	2	62,66	277,47
32	9	37,11	429,87
33	7	9,4	25,14
34	10	0,63	7,49
35	7	11,22	30,02
36	4	12,82	131,87
36	6	12,27	93,82
37	10	10,45	125,17
37	4	67,8	697,51
38	7	1,46	3,9
38	4	5,32	54,77
38	3	34,51	35,07
39	7	4,18	11,19
39	4	2,86	29,47
39	1	50,32	544,59
40	4	3,88	39,94
41	1	6,44	69,67
42	1	49,07	531,1
42	3	29,78	30,26
43	10	10,32	123,65
43	8	8,01	100,91
43	6	21,01	160,59
43	3	12,89	13,1
43	2	48,1	212,96
44	3	10,82	11
45	7	1,24	3,33
45	6	12,52	95,7
45	5	31,4	225,76
46	1	4,37	47,26
46	2	10,05	44,51
46	4	7,25	74,57
46	5	6,25	44,95
46	9	33,52	388,37
47	7	2,4	6,43
47	6	171,65	1311,93
47	5	11,24	80,83
47	4	5,35	55
47	1	54,44	589,22
48	6	3,05	23,34
49	1	20,53	222,14
49	8	15,8	199,04
49	9	1,15	13,34
50	4	3,5	35,96
50	5	16,44	118,23
50	10	653,47	7828,53
51	7	6,95	18,6
51	6	5,58	42,63
51	5	5,76	41,44
51	3	30,01	30,5
52	4	1,78	18,35
52	8	2,83	35,69
53	3	2,66	2,7
53	4	4,94	50,84
53	9	12,16	140,9
54	6	4,68	35,76
54	7	3,08	8,25
54	10	5,29	63,35
55	3	22,34	22,7
55	4	84	864,13
56	1	25,65	277,63
56	2	11,46	50,76
56	10	37,31	446,98
57	8	1,36	17,1
57	10	6,66	79,8
58	2	6,92	30,64
59	1	111,74	1209,35
59	2	31,72	140,45
59	4	3,4	34,97
59	5	76,61	550,86
59	7	7,51	20,09
60	9	35,21	407,86
61	7	5,02	13,44
61	3	76,32	77,56
62	7	464,18	1241,53
62	6	19,88	151,95
63	2	0,71	3,13
63	4	25,17	258,94
63	10	2,48	29,7
64	5	6,24	44,86
64	9	13,12	152,03
65	2	13,71	60,71
65	8	26,05	328,15
66	1	53,03	573,89
66	3	2,7	2,74
67	5	11,65	83,73
68	10	7,52	90,08
69	2	20,94	92,72
69	7	8,22	21,97
70	6	3,98	30,42
70	3	2,86	2,91
70	1	6,13	66,32
71	5	7,65	55,03
72	9	444,31	5147,22
72	7	8,53	22,82
73	9	10,16	117,65
73	3	6,72	6,83
73	1	2,57	27,86
74	1	5,56	60,2
74	2	0,74	3,29
74	3	9,96	10,12
74	6	362,06	2767,28
74	8	38,53	485,41
75	7	3,31	8,84
76	9	326,44	3781,78
77	6	32,97	251,99
77	4	34,86	358,6
77	3	6,97	7,08
77	2	4,4	19,48
77	1	484,77	5246,44
78	9	1,6	18,48
78	8	10,61	133,63
78	6	5,07	38,73
79	9	66,99	776,05
79	2	5,75	25,44
80	5	5,02	36,06
80	3	30,2	30,69
81	4	8,03	82,6
82	2	12,08	53,47
83	6	2,46	18,77
83	9	6,01	69,6
83	10	7,3	87,5
84	1	5,32	57,59
84	3	15,58	15,83
84	10	158,29	1896,27
85	2	1,64	7,27
86	1	1,83	19,82
86	5	39,94	287,2
87	10	5,19	62,14
87	4	71,74	738,08
87	3	51,11	51,94
87	1	32,41	350,78
88	8	0,47	5,95
88	4	4,74	48,78
89	2	7,07	31,32
89	5	27,19	195,5
90	8	1,72	21,71
90	6	646,93	4944,57
90	5	10,07	72,37
90	4	8,57	88,18
90	3	6,89	7
90	1	6,52	70,61
91	7	6,69	17,9
91	3	3,09	3,14
91	2	44,96	199,09
92	5	3,62	26,02
93	3	948,88	964,27
93	8	1,76	22,18
94	1	13,67	147,91
94	8	99,71	1256,24
95	9	28,68	332,21
95	6	281,06	2148,17
95	4	24,23	249,3
96	8	2,58	32,49
96	5	17,8	127,97
96	4	20,31	208,9
96	2	2,95	13,07
97	2	52,8	233,8
97	7	5,91	15,81
97	10	9,39	112,53
98	10	85,83	1028,22
98	7	449,6	1202,54
99	9	1,78	20,58
99	2	5,78	25,6
100	8	0,87	11,01

#jobId ddate weight rdate
1	444,608	6	294,121
2	511,786	38	146,806
3	452,069	10	14,92
4	374,139	12	343,529
5	428,282	40	184,445
6	320,128	29	186,58
7	395,178	25	350,396
8	285,364	16	248,642
9	306,24	27	297,978
10	253,883	14	276,871
11	419,626	13	225,764
12	401,724	39	276,92
13	279,677	36	313,578
14	461,311	7	97,733
15	349,147	40	74,926
16	360,009	37	343,686
17	216,399	46	212,153
18	450,98	17	275,728
19	292,388	7	159,244
20	454,345	28	205,546
21	255,03	13	198,186
22	497,82	17	305,732
23	519,976	37	26,559
24	184,136	32	40,451
25	479,825	36	285,086
26	306,745	25	287,436
27	360,28	43	297,45
28	458,534	10	37,485
29	297,905	43	319,865
30	502,389	17	109,336
31	406,387	16	176,551
32	229,584	35	206,281
33	483,136	17	202,546
34	338,596	45	191,252
35	177,227	24	32,263
36	278,995	48	322,374
37	390,505	32	336,862
38	398,591	37	94,065
39	421,365	23	147,715
40	200,16	48	199,915
41	343,339	38	17,586
42	316,678	31	128,968
43	291,799	11	250,241
44	177,506	12	174,828
45	228,914	15	21,683
46	515,213	1	281,307
47	419,845	49	18,91
48	486,223	18	111,885
49	421,477	12	7,796
50	375,545	9	159,439
51	265,675	1	282,976
52	310,155	25	346,476
53	224,294	36	211,769
54	483,412	11	338,415
55	438,666	23	212,999
56	313,747	11	169,678
57	328,727	31	257,371
58	331,088	26	131,534
59	515,205	36	208,336
