#num jobs
50
#num machines
6

#jobId machId procTime energyCons
1	2	9,4	49,52
2	1	4,28	22,65
2	4	5,31	24,2
2	5	11,01	89,84
3	1	6,88	36,37
3	5	24,56	200,3
3	6	3,35	19,84
4	5	9,26	75,55
4	1	60,41	319,33
5	1	9,21	48,71
5	2	16,33	85,99
5	3	4,85	8,87
5	4	23,98	109,28
6	3	17,36	31,77
6	2	10,22	53,84
7	6	64,56	382,38
8	5	72,86	594,35
8	4	5,12	23,33
8	3	5,05	9,25
9	5	3,48	28,36
10	4	7,16	32,66
11	1	4,58	24,23
11	4	14,21	64,77
12	4	12,88	58,72
12	5	7,44	60,68
13	2	16,95	89,28
13	5	4,16	33,92
13	6	37,59	222,67
14	2	25,2	132,71
14	4	4,13	18,82
14	5	0,97	7,94
14	6	7,94	47,02
15	3	6,64	12,15
16	2	116,88	615,46
17	1	29,6	156,5
17	2	89,84	473,06
18	2	11,83	62,3
18	3	6,85	12,54
19	5	7,08	57,74
20	2	24,94	131,31
20	3	0,72	1,31
20	6	28,81	170,63
21	3	34,23	62,67
22	5	0,23	1,91
23	2	25,6	134,82
24	6	78,79	466,68
25	6	623,36	3692,22
25	5	2,73	22,28
26	5	2,85	23,26
26	4	4,22	19,23
27	5	125,34	1022,44
27	2	5,39	28,4
28	1	15,69	82,97
29	2	93,5	492,38
30	1	1,97	10,43
30	6	4,51	26,72
31	2	2,28	12,02
31	3	42,24	77,33
31	4	6,82	31,1
31	6	21,83	129,3
32	4	6,89	31,42
33	2	10,23	53,89
34	1	49,01	259,07
35	2	55,22	290,8
35	6	3,81	22,58
36	2	4,21	22,17
36	4	298,66	1361,23
36	5	7,31	59,65
37	3	14,42	26,4
38	6	35,23	208,68
38	5	9,19	74,94
38	3	29,27	53,58
38	2	7,02	36,98
39	1	10,9	57,64
39	6	5,76	34,12
40	4	1,58	7,2
40	2	5,13	27
41	6	4,96	29,36
41	5	5,15	42,02
41	4	1,97	8,96
41	2	3,94	20,75
42	1	1,97	10,42
42	5	5,7	46,53
42	6	3,17	18,76
43	2	10,68	56,24
43	3	27,78	50,85
43	4	2,94	13,41
43	6	74,51	441,35
44	2	9,43	49,64
44	1	14,99	79,23
45	6	7,78	46,06
46	6	648,42	3840,63
