#num jobs
250
#num machines
20

#jobId machId procTime energyCons
1	10	106,71	1183,03
1	11	39,95	367,98
1	19	752,66	8867,71
2	16	16,67	31,21
2	18	30,2	298,46
3	8	8,82	112,85
3	13	191,85	745,32
4	1	6,52	24,66
5	1	0,75	2,84
5	17	17,04	61,6
6	13	18,44	71,62
6	11	3,93	36,16
6	8	3,09	39,5
7	6	40,83	342,21
7	7	5,71	59,34
7	13	522,87	2031,32
7	17	4,49	16,22
7	18	214,26	2117,4
8	17	5,94	21,46
8	13	7,03	27,32
8	5	15,64	36,69
9	16	10,43	19,52
9	7	2238,91	23252,86
9	5	4,73	11,1
10	18	71,8	709,57
10	12	83,09	103,84
10	2	4,31	53,12
11	10	25,38	281,38
12	10	63,37	702,6
12	13	14,31	55,58
13	18	3,78	37,38
13	13	7,16	27,81
13	6	8,08	67,74
13	4	129,09	834,66
14	16	8,57	16,04
14	3	1,55	11,64
14	2	8,17	100,74
15	19	10,41	122,63
15	8	0,66	8,46
16	20	1,39	16,26
16	17	108,11	390,8
16	11	326,93	3011,08
16	9	54,53	604,49
16	4	97,96	633,35
16	3	1,37	10,24
17	1	8,14	30,77
17	14	1,37	5,42
17	17	1,39	5,02
17	18	61,18	604,58
18	10	11,74	130,16
18	8	180,63	2310,05
18	3	30,54	228,99
18	2	23,2	286,05
19	16	4,71	8,82
19	10	4,76	52,73
19	4	125,17	809,29
20	8	12,71	162,56
21	8	6,2	79,35
21	12	16,62	20,77
21	15	46,47	529,1
21	16	4,38	8,2
22	11	0,38	3,47
22	14	9,63	38,05
23	5	-0,09	-0,21
23	7	614,31	6380,06
23	11	18,72	172,45
23	12	26,92	33,65
23	16	13,41	25,1
24	8	24,23	309,87
25	5	24,52	57,51
25	6	11,04	92,57
25	18	168,76	1667,76
25	19	1,62	19,06
26	16	80,06	149,84
26	14	111,64	441,06
27	4	2,25	14,57
27	5	5,6	13,13
27	10	2,92	32,42
28	8	10,8	138,15
28	12	48,03	60,03
29	18	2,3	22,75
29	16	10,24	19,17
30	3	42	314,94
30	5	23,33	54,71
30	9	16,6	184,03
30	15	36,46	415,14
31	20	7,56	88,07
31	18	6,08	60,06
31	6	19,3	161,75
31	2	24,53	302,37
32	3	14,53	108,96
32	4	4,72	30,52
32	19	29,54	347,99
33	1	2,73	10,32
33	13	68,28	265,26
33	15	2,37	26,96
33	19	370,31	4362,93
34	15	5,84	66,54
34	16	9,91	18,54
34	18	19,65	194,22
35	14	3,18	12,57
35	11	6,85	63,08
35	6	8,78	73,56
36	8	8,25	105,56
36	10	351,83	3900,61
36	14	6,9	27,26
37	8	26,97	344,89
37	10	7,3	80,91
37	11	10,22	94,1
37	13	28,15	109,34
37	14	183,74	725,93
38	8	2,62	33,54
38	6	4,5	37,71
39	12	13,99	17,48
40	12	43,8	54,73
40	13	53,16	206,51
40	18	9,17	90,65
41	13	2,52	9,78
41	15	119,58	1361,41
41	18	19,23	190,01
42	17	5,94	21,46
42	15	8,74	99,51
42	11	6,64	61,14
42	6	7,17	60,1
42	1	33,04	124,92
43	6	2,86	23,98
43	8	1,07	13,71
43	11	8,26	76,04
43	19	6,55	77,13
44	19	2,53	29,84
44	16	7,59	14,21
44	13	8,96	34,83
44	12	19,47	24,34
44	4	265,51	1716,67
44	2	22,74	280,31
45	4	4,29	27,76
45	9	2,86	31,71
46	13	12,86	49,98
46	4	10,05	65
47	3	3,36	25,2
47	15	2,61	29,68
47	17	15,48	55,97
47	20	55,39	645,55
48	17	11,98	43,3
48	13	5,26	20,43
48	1	50,51	190,97
49	15	6,14	69,94
49	8	97,42	1245,92
49	3	11,27	84,55
50	11	3,39	31,19
50	15	238,91	2719,96
50	18	3,57	35,33
51	2	61,32	755,97
51	3	3,14	23,57
51	15	0,36	4,07
51	18	27,3	269,76
52	19	11,78	138,84
52	16	274,52	513,81
52	8	10,32	131,94
53	5	9,14	21,44
53	8	6,79	86,89
53	12	4,47	5,59
54	19	5,28	62,19
54	11	11,62	106,99
54	6	6,51	54,54
55	17	16,42	59,36
55	11	153,58	1414,52
55	4	4,18	27,03
56	1	4,52	17,08
56	6	1,13	9,5
56	9	16,17	179,25
57	3	17,91	134,27
58	16	23,68	44,32
